company,education,experience,industry,jobdescription,joblocation,jobtitle,numberofpositions,skills,rating,pay
Next Education India Pvt Ltd,"UG: B.Tech/B.E. PG:Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",2 - 5 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this Job Experience: 2- 5 years of development experience Experience in web based Java applications Must be strong in product Development Experience in using project automation tools a strong plus Experience in the areas of code coverage, unit testing, code quality, build automation Experience with HTML5/ AJAX Should be comfortable with HTML Understanding of indexing and basic DB performance tuning Experience in server side Java tech, using open technologies: hibernate, struts, spring framework etc Should understand MVC and should have worked on some MVC framework, such as struts. Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Team Lead/Technical Lead Desired Candidate Profile Education- UG: B.Tech/B.E. PG:Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Next Education India Pvt Ltd Next Education India Pvt Ltd Download PPT Photo 1   View Contact Details",,Module Lead,,,3.3,Not Disclosed by Recruiter
bodhtree consulting ltd,"UG: B.Tech/B.E. PG:M.Tech Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",4 - 8 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this Responsibilities Customize Salesforce.com including fields, page layouts, record types, reports and dashboards Develop and maintain custom code using Visual force/ Apex/ API to meet user requirements Design and build custom solutions on Force.com platform a Facilitate requirements gathering and prioritization with business users a Provide on- going support and system administration Knowledge, Skills & Abilities: At least 2 years of experience in Salesforce.com development including creating custom objects, workflows, as well as developing custom solutions using Visual Force and Apex. Hands- on experience with HTML, CSS, JavaScript, XML Strong verbal and written communication skills Hands on best coding standards & conduct Code reviews Understanding of Agile Development Methodology a plus. Experience with service oriented architecture and application development a plus. Proficiency in Unit testing using and creating test cases utilizing a standard testing framework. Requirements ""4 year college degree in a related technical discipline. 3- 5 years demonstrated experience with Salesforce.com and APIs a must. Dev - 401 certification is desirable 2 years demonstrated experience with Apex coding. 2 years of experience supporting Salesforce, including: Application customization, Reporting tools, Data import/ export tools API integration 2 yearsrsquo experience with SQL query writing. Strong relational database background/ understanding. Demonstrated project discipline and experience. Must be organized, focused, and driven toward established deliverable dates. Excellent verbal and written communication skills. Demonstrated proficiency in technical writing is required.rdquo Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Desired Candidate Profile Education- UG: B.Tech/B.E. PG:M.Tech Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: bodhtree consulting ltd bodhtree consulting ltd Download PPT Photo 1   View Contact Details",,Salesforce Developer,,,2.6,Not Disclosed by Recruiter
S&T Engineers(P) ltd,"UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",3 - 8 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this Strong Analytical & excellent Communication skills (Verbal, Written) &should be able to articulate thoughts clearly; both verbally and in written form Work very closely with the Transitions team& perform analysis of business categories & provide insights on pricing, benchmarking, output summaries & effort estimates. Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: Marketing , Advertising , MR , PR , Media Planning Role Category:Online/Digital Marketing Role:Search Engine Optimisation /SEO Specialist Desired Candidate Profile Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: S&T Engineers(P) ltd Please visit our company website www.stengineers.com Download PPT Photo 1   View Contact Details",,Team Leader - Catalogues,3,,3.6,Not Disclosed by Recruiter
Magna Infotech Pvt Ltd,UG: Any Graduate - Any Specialization PG:Any Postgraduate Doctorate:Doctorate Not Required,0 - 1 yrs,Recruitment / Staffing,"Job Description   Send me Jobs like this Good communication skills (e.g. written, verbal, presentation); Developing mentoring and coaching skills. Good knowledge on Microsoft Office tools (Word, Excel) Basic Knowledge in E-commerce industry (transaction processing) Flexible to night shift as well 2 way Cab Facility Salary: Not Disclosed by Recruiter Industry: Recruitment / Staffing Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Back Office/Web/Transaction Processing Role:Associate/Senior Associate -(NonTechnical) Keyskills Transaction Processing E - Commerce Executive Desired Candidate Profile   Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Doctorate:Doctorate Not Required Company Profile: Magna Infotech Pvt Ltd Magna Infotech Pvt Ltd Download PPT Photo 1   View Contact Details",,E-commerce Executive,,,2.3,Not Disclosed by Recruiter
Next Education India Pvt Ltd,"UG: B.Tech/B.E. PG:Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",2 - 5 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this Job Experience: 2- 5 years of development experience Experience in web based Java applications Must be strong in product Development Experience in using project automation tools a strong plus Experience in the areas of code coverage, unit testing, code quality, build automation Experience with HTML5/ AJAX Should be comfortable with HTML Understanding of indexing and basic DB performance tuning Experience in server side Java tech, using open technologies: hibernate, struts, spring framework etc Should understand MVC and should have worked on some MVC framework, such as struts. Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Team Lead/Technical Lead Desired Candidate Profile Education- UG: B.Tech/B.E. PG:Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Next Education India Pvt Ltd Next Education India Pvt Ltd Download PPT Photo 1   View Contact Details",,Module Lead,,,3.3,Not Disclosed by Recruiter
Qumu,"UG: Any Graduate PG:Post Graduation Not Required, MBA/PGDM Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",2 - 7 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this The Business Development Representative is responsible for the development of new business opportunities through quality lead generation, active cold-calling/ prospecting, email campaigns, and related sales objectives. In addition there will be quota assigned for qualified lead generation and closing of entry level transactions. This position requires a sales-oriented individual with a strong work ethic and self-management principles. The BDR must have the ability to interact effectively with prospects, customers, internal departments and management in order to successfully achieve targeted goals. The individual will work with Regional Sales Managers that are located in the field. Essential Functions: Proactively pursue business-to-business leads through phone, email, social media, etc (75 calls per day) . Identify appropriate contacts within target companies Remain up to date on Qumu Inc. latest technology solutions and value propositions Utilize creativity and initiative in establishing rapport with prospect and obtaining pertinent information. Provide excellent communication to prospects and customers. Follow-up on leads generated by direct mail, trade shows and web site activities. Provide assistance to outside sales force - work as part of a team to meet company sales objectives Maintain accurate records by updating information within contact management system/ database. Prepare and distribute Qumu Inc. information. Prepare activity reports as required. Once a lead is identified, transition to sales team for close for on premise transactions. Close transactions that are cloud based. Strong work ethic and self-management principles. Possess a strong desire to succeed - be tenacious, persistent and goal oriented. Ability to grasp technical terminology and concepts. Ability to communicate effectively all levels of an organization. Create and develop rapport with prospects. Effective planning and organizational skills. Ability to prioritize & multi-task in a time-sensitive environment. Proficiency in Microsoft Excel, Word, Powerpoint, Outlook and Lync meetings. Excellent communication, organizational, problem solving and self-motivational skills. Results-oriented individual who can work in a team environment, as well as make independent decisions. Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: Sales , Retail , Business Development Role Category:Retail Sales Role:Sales Executive/Officer Desired Candidate Profile Education- UG: Any Graduate PG:Post Graduation Not Required, MBA/PGDM Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Qumu Rimage Corporation is a manufacturer of digital archival technologies used in law enforcement, medical, surveillance, and other industries and businesses. Products include CD-R, DVD-R, and Blu-ray disc duplication and archiving systems. Download PPT Photo 1   View Contact Details",,Business Development Representative,,,4.1,Not Disclosed by Recruiter
Axis Jobs,"UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",0 - 3 yrs,Electricals / Switchgears,"Job Description   Send me Jobs like this Provide high level technical expertise when applying Electrical engineering principles, techniques and methods to the planning and design of building services projects.Knowledge of Terminologies & ability to read and understand engineering drawings Salary: Not Disclosed by Recruiter Industry: Electricals / Switchgears Functional Area: Site Engineering , Project Management Role Category:Site Engineering Role:Fresher Desired Candidate Profile Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Energetic & self-motivated & team player.Good Computer Basic knowledge.Good Verbal communication or Written communication .Team worker or Self-motivation Power. Company Profile: Axis Jobs Axis Jobs Private Limited is a major technology, engineering, construction, manufacturing and financial services conglomerate, with global operations Service Provider in India. Download PPT Photo 1   View Contact Details",,Electrical Engineer / Electrical Diploma Holder Fresher,,,3.7,Not Disclosed by Recruiter
Millennium Technosoft Ltd.,"UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",3 - 6 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this Looking for Ab Initio developers with 3-6 yrs experience: Must to Have: Experience in requirement gathering, creating design specifications. Expert on Data warehouse concepts and ETL frameworks, Database and data modeling concepts Exposure to Analytics tools (Cognos/BO preferred) Expert on Ab Initio, EME - Technical Repository, Plan>It , Ab Initio web interface Expert on Ab Initio - command line commands, Multifile system,batch processing components, real time processing. Oracle/Teradata or any database appliance working experience preferred Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Desired Candidate Profile Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Millennium Technosoft Ltd. At Millenium We believe in long term relationships with our clients to benefit mutually and get them competitive edge in their business operations. Each and every project and operations we perform reflects our vision and mission and inspires us to get ahead since 20 years of successful journey. We have very experienced and enthusiastic talent pool to build and deliver innovative models to reach fullest potential of your business. We have expertise MT team with strong emphasis on data processing and Hippa compliant. We have a dedicated team to empower your recruitment and staffing needs in your sphere. Download PPT Photo 1   View Contact Details",,Abinitio Developer,10,,0,Not Disclosed by Recruiter
Millennium Technosoft Ltd.,"UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",3 - 6 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this Looking for Ab Initio developers with 3-6 yrs experience: Must to Have: Experience in requirement gathering, creating design specifications. Expert on Data warehouse concepts and ETL frameworks, Database and data modeling concepts Exposure to Analytics tools (Cognos/BO preferred) Expert on Ab Initio, EME - Technical Repository, Plan>It , Ab Initio web interface Expert on Ab Initio - command line commands, Multifile system,batch processing components, real time processing. Oracle/Teradata or any database appliance working experience preferred Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Desired Candidate Profile Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Millennium Technosoft Ltd. At Millenium We believe in long term relationships with our clients to benefit mutually and get them competitive edge in their business operations. Each and every project and operations we perform reflects our vision and mission and inspires us to get ahead since 20 years of successful journey. We have very experienced and enthusiastic talent pool to build and deliver innovative models to reach fullest potential of your business. We have expertise MT team with strong emphasis on data processing and Hippa compliant. We have a dedicated team to empower your recruitment and staffing needs in your sphere. Download PPT Photo 1   View Contact Details",,Abinitio Developer,10,,0,Not Disclosed by Recruiter
Unitforce technologies Pvt. Ltd.,"UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",4 - 9 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this Job Description: Key skills required for the job are: SAP ISU Billing (Mandatory) As a Consultant, you should have in-depth knowledge in any one technological or industry practice / functional area and overview of 2-3 other areas. You should handle solution definition/ fitment for a small sized project with a medium complexity. You should be able to build a custom Function Module with medium complexity program logic. Minimum work experience:> 5 Years Skill and Experience Details: Minimum Experience Required: Mandatory Skills: SAP ISU Billing Consulting, SAP ISU Device Management, SAP ISU Billing Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Other Role Category:System Design/Implementation/ERP/CRM Role:Functional Outside Consultant Desired Candidate Profile Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Unitforce technologies Pvt. Ltd. www.uftech.com Download PPT Photo 1   View Contact Details",,SAP ISU Consultant,,,4.2,Not Disclosed by Recruiter
Future Focus Infotech Pvt Ltd,"UG: B.Tech/B.E. PG:Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",5 - 10 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this DatastageTeradata 4- 7yrs of exp in SIEM tool Admin for Hyderabad Skills: ArcSight Category: Permanent Description: Qualification Requirement: B.E. /B.Tech. Skill requirement: Total 7 Years of SOC experience out of which, minimum 4 years experience in administration & management in SIEM tool ?? HP... Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Team Lead/Technical Lead Desired Candidate Profile Education- UG: B.Tech/B.E. PG:Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Datastage Company Profile: Future Focus Infotech Pvt Ltd Future Focus Infotech Pvt Ltd Download PPT Photo 1   View Contact Details",,Datastage Lead,,,4,Not Disclosed by Recruiter
Apps Solutions Inc,"UG: B.Tech/B.E. PG:Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",2 - 5 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this Should have minimum 2 yrs of relevant experience in SAP FICO with one E2E Implementation Should have minimum two years of Non SAP experience SAP FI or CO Certification added advantage Should have one implementation experience in CO Should have CIN experience Should be flexible to travel anywhere India/ abroad for project execution Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - ERP , CRM Role Category:Programming & Design Role:Software Developer Desired Candidate Profile Education- UG: B.Tech/B.E. PG:Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Apps Solutions Inc Apps Solutions Inc Download PPT Photo 1   View Contact Details",,SAP FICO,,,0,Not Disclosed by Recruiter
Ikya Human Capital Solutions Pvt Ltd,UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization,0 - 5 yrs,BPO / Call Centre / ITES,"Job Description   Send me Jobs like this International voice process jobs in banking process Perks and benefits: Salary: Irrespective of experience if you get through the interview salary will be 3.3 lakhs per annum (22k take home) Allowance, Incentives, Cab facility, Attendance bonus We have huge openings for Banking voice process jobs where You will be the first point of contact to the International customers of the bank You can get associated with International and domestic banks and explore the greater avenues in the field of banking You can synchronize your good speaking skills or relevant exp in voice process with the wish to make your career in banking sector The process is basically into inbound process not in outbound Pre-requisites to apply for this job Are you a graduate if not do you have voice process experience then you can apply! Looking for Candidate with excellent communication skills in english We are looking for immediate joiners!! Should be willing to work in UK shift Note: IKYA Human capital solutions is one of the top recruitment service providing organisation in India and when we say service we dont charge anything. We just help you to get the relevant job Job location: Bangalore Eligibility: Fresher/Experienced Shifts: UK shift Customer service in banking process Customer service is an important, but broad concept in the banking industry. In essence, banks are service-based businesses, so most of their activities involve elements of service. Customer service managers generally deal directly with service issues, but several other common banking jobs involve service. Banking process is a highly specialized sourcing strategy used by banks and lending institutions to support the business acquisition and account servicing activities associated with the customer lending lifecycle. These specific services are usually offered through multi-year service-level agreements of the financial services market. Duties Handle transactions and answer customer queries Decipher customer needs and offer the best solution based on proper company policies Effectively communicate ideas, suggestions and answers Refer customers to people who specialize with the type of problem or query they present Complete complex money-related transactions Offer upgrades and new banking services or products Skills Effective listener and communicator Good problem solving and troubleshooting skills Ability to follow instructions and procedures up to the tiniest detail Keen eye for detail and the drive to serve satisfactorily Career path...Where you can see yourself down the line From being the first point of contact to customers of the bank you can be the key person in operations of the bank in future date. It depends upon you how you put your dedication and passion to seek growth in the industry and also how to explore the existing opportunities in the bank you are working or the industry you are into. Do you have the required skills and wish to make your career in banking sector then apply to this job sending your resume to shwetha.ca@ikyaglobal.com or for quick response call @ 9611209386 and fix up your interview Regards CA Shwetha Recruitment consultant-ITES/BPO IKYA Human capital solutions Bangalore Ikya Human Capital Solutions, A Unit of Quess corp, 2nd floor, Raheja Arcade, Beside Punjab grill, Koramangala, Bangalore Landmark: Opposite to Forum mall, Koramangala Contact details Mob: 9611209386 Email : shwetha.ca@ikyaglobal.com â€ƒ Salary:INR 3,00,000 - 3,75,000 P.A. Allowance, Incentives, Cab facility, Attendance bonus Industry: BPO / Call Centre / ITES Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Voice Role:Associate/Senior Associate -(NonTechnical) Keyskills International Voice Process voice process mortgage credits UAE process Indigo banking bpo outbound Cold Calling calls inbound cross selling home loans solving phone customer care Fraud Specialist Sales first point ocwen scope HSBC XL dynamics SBI Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization Company Profile: Ikya Human Capital Solutions Pvt Ltd IKYA is the fastest growing HR solutions provider in India, offering world-class services to over 5000+ locations across the country including leading MNCs and large Indian firms across industries and helping nearly 84,000 associates enhance their careers every year. Download PPT Photo 1   View Contact Details",,Process jobs in Leading Company for International Voice Process,27,,3,"3,00,000 - 3,75,000 P.A. Allowance, Incentives, Cab facility, Attendance bonus"
IMSI India Pvt Ltd,"UG: Any Graduate - Any Specialization PG:Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",5 - 7 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this Required Expertise in hand-coding semantic HTML and CSS including HTML5, CSS3 Ability to write clean, efficient cross-browser compatible code without resorting to browser specific workarounds 3+ years experience of JavaScript, jQuery, AJAX, JSON Experience with Mobile website development and responsive design approach Debugging Tools (Firebug, other browser tools/add-ons) Source control (Github or similar) Knowledge of Phone Gap, jQuery Mobile, or other mobile app frameworks B.S. in Computer Science or related Nice to Have Experience coding in ASP.Net MVC with Razor view environment Forward thinking, with an eye to code for performance, scalability, and maintainability on large scale projects Working knowledge of SEO for website development You have an eye for good UI design and UX Agency experience Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Desired Candidate Profile Education- UG: Any Graduate - Any Specialization PG:Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: IMSI India Pvt Ltd IMSI (India) Pvt. Ltd (www.imsiglobal.com). is a professional services and staffing firm, with offices in Dehra Dun, Gurgaon and Bangalore since 1995. IMSI is innovative, knowledge and process-driven and enters each client engagement with the goal of building long term relationships and total client satisfaction on every project supported. IMSI excels in IT, Professional Staffing and Business Process Outsourcing (BPO). Expert staffing resources have industry knowledge, 2-10 years of experience, certification and skills, are self-driven and have great teamwork and communication skills. Download PPT Photo 1   View Contact Details",,Sr. Front-end Engineer,5,,2.6,Not Disclosed by Recruiter
"Interactive Intelligence, Inc","UG: B.Com PG:Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",2 - 5 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this Major Responsibilities/ Activities (in order of importance) Review and approves expense reports utilizing Concur, online expense reporting program Coordinates payments to both employees and vendors with external Accounting firm Prepare monthly financial reporting packages as per the requirements of the US company Preparation of budget Liaisioning with vendors and suppliers Assist US payroll team on an as needed basis Maintains office environment which includes assisting with meeting rooms; maintenance and other ad hoc responsibilities Assist Human Resources by coordinating new hire paper work and additional responsibilities as needed Ensure office equipment is functioning and supplies are stocked as needed Minimum Requirements (technical and soft- skills) Bachelor degree in Finance or related field of study Written and verbal communication skills Microsoft Office skills (e.g. Word, Excel, PowerPoint and Outlook) Ability to actively listen and learn Ability to multi- task, prioritize and be detail- oriented Ability to work in a team environment Ability to take initiative and be proactive Ability to work independently and be resourceful Knowledge of Microsoft AX and Concur is preferred but not required Customer service skills Creative and critical thinking skills Organizational and clerical skills Flexible and adaptable Ability to present complex information in a clear, concise manner 2- 5 years of experience in related field Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: Accounts , Finance , Tax , Company Secretary , Audit Role Category:Accounts Role:Financial Accountant Desired Candidate Profile Education- UG: B.Com PG:Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Interactive Intelligence, Inc Interactive Intelligence, Inc Download PPT Photo 1   View Contact Details",,Finance Assistant,,,3.9,Not Disclosed by Recruiter
Quallent Technologies Pvt Ltd,"UG: B.Tech/B.E. PG:M.Tech Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",3 - 5 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this Desired Candidate Profile Candidate should have 3- 5 years experience in developing iPhone Apps. Strong knowledge in Objective C, Xcode, CoCoa, Cocoa Touch, XML and JSON. Should be a good team player, well motivated and well organised. Should be expertise in Apple iPhone, iPad and iOS development. Strong knowledge in iOS SDK Development (Web Services & API's, LBS, Social Network Integration etc.) Strong knowledge in database (SQLite3, MySQL) . Good Knowledge in Google APIs. Good understanding of MVC concepts and design patterns. Knowledge about latest mobile technology. Knowledge in publishing application in Apple Store. Knowledge in versioning Tools that includes like trunk, branch, export, import and copy will be added advantage. Strong object oriented programming and design skills. Excellent problem solving, critical thinking, and communication skills. Good attitude and team player. Job Description We are looking for iPhone Application Developer on permanent basis. The candidates should have working experience with remote teams, should be able to communicate and coordinate with onsite counter parts and should be able to translate the instructions into the actionable tasks. He must be able to deliver the development tasks, understand requirements, and should have exposure of creating technical and design documents. The candidate should have strong understanding of Object oriented concepts and design patterns. should have domain expertise in any of the Content, Retail, Travel and telecom domains. Should have good experience in iPhone, iPad and iPod application development. Should have good experience with Objective- C, Cocoa and Cocoa Touch. Good understanding of HTML5, JavaScript, jQuery, Ajax, JSON, XML parsing. Should be able to deliver across the entire app life cycle - concept, design, build, deploy, test, release to app stores & support. Should have worked on both iPhone, iPad application. Good knowledge of using Facebook, twitter, Google Map APIs. Understanding of the client projects from start to end and deliver the projects successfully in- time with quality. Experience in using of the ios frameworks that would actually help to create user interface faster and easier. Interest to learn on latest industry trends in the mobile technologies. Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Desired Candidate Profile Education- UG: B.Tech/B.E. PG:M.Tech Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Quallent Technologies Pvt Ltd Quallent Technologies Pvt Ltd Download PPT Photo 1   View Contact Details",,Senior Iphone Application Developers,,,0,Not Disclosed by Recruiter
Kautilya Management Consultants,"UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",14 - 20 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this Will provide Strategy and Leadership to Infrastructure team Be responsible for Delivery, people. cost , competency management , Infrastructure operations in IT, networks, storage, servers etc Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Senior Management Role:Head/VP/GM-Technology(IT)/CTO Desired Candidate Profile Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Should have 14 to 20 years of experience in Infrastructure onsite offshore operations More that 22 years kindly excuseexperience of managing global remote infrastructure mustManagem large teams on infrastructure, storage, servers, networks and systemsCall Ananth on 09885209222 or mail ananth@kautilya.co.in Company Profile: Kautilya Management Consultants our client a leading IT MNC Download PPT Photo 1   View Contact Details",,Head IT Infrastructure ( Exp less than 20 yrs Only),,,0,Not Disclosed by Recruiter
Ikya Human Capital Solutions Pvt Ltd,UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization,0 - 5 yrs,BPO / Call Centre / ITES,"Job Description   Send me Jobs like this International voice process jobs in banking process Perks and benefits: Salary: Irrespective of experience if you get through the interview salary will be 3.3 lakhs per annum (22k take home) Allowance, Incentives, Cab facility, Attendance bonus We have huge openings for Banking voice process jobs where You will be the first point of contact to the International customers of the bank You can get associated with International and domestic banks and explore the greater avenues in the field of banking You can synchronize your good speaking skills or relevant exp in voice process with the wish to make your career in banking sector The process is basically into inbound process not in outbound Pre-requisites to apply for this job Are you a graduate if not do you have voice process experience then you can apply! Looking for Candidate with excellent communication skills in english We are looking for immediate joiners!! Should be willing to work in UK shift Note: IKYA Human capital solutions is one of the top recruitment service providing organisation in India and when we say service we dont charge anything. We just help you to get the relevant job Job location: Bangalore Eligibility: Fresher/Experienced Shifts: UK shift Customer service in banking process Customer service is an important, but broad concept in the banking industry. In essence, banks are service-based businesses, so most of their activities involve elements of service. Customer service managers generally deal directly with service issues, but several other common banking jobs involve service. Banking process is a highly specialized sourcing strategy used by banks and lending institutions to support the business acquisition and account servicing activities associated with the customer lending lifecycle. These specific services are usually offered through multi-year service-level agreements of the financial services market. Duties Handle transactions and answer customer queries Decipher customer needs and offer the best solution based on proper company policies Effectively communicate ideas, suggestions and answers Refer customers to people who specialize with the type of problem or query they present Complete complex money-related transactions Offer upgrades and new banking services or products Skills Effective listener and communicator Good problem solving and troubleshooting skills Ability to follow instructions and procedures up to the tiniest detail Keen eye for detail and the drive to serve satisfactorily Career path...Where you can see yourself down the line From being the first point of contact to customers of the bank you can be the key person in operations of the bank in future date. It depends upon you how you put your dedication and passion to seek growth in the industry and also how to explore the existing opportunities in the bank you are working or the industry you are into. Do you have the required skills and wish to make your career in banking sector then apply to this job sending your resume to shwetha.ca@ikyaglobal.com or for quick response call @ 9611209386 and fix up your interview Regards CA Shwetha Recruitment consultant-ITES/BPO IKYA Human capital solutions Bangalore Ikya Human Capital Solutions, A Unit of Quess corp, 2nd floor, Raheja Arcade, Beside Punjab grill, Koramangala, Bangalore Landmark: Opposite to Forum mall, Koramangala Contact details Mob: 9611209386 Email : shwetha.ca@ikyaglobal.com â€ƒ Salary:INR 3,00,000 - 3,75,000 P.A. Allowance, Incentives, Cab facility, Attendance bonus Industry: BPO / Call Centre / ITES Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Voice Role:Associate/Senior Associate -(NonTechnical) Keyskills International Voice Process voice process mortgage credits UAE process Indigo banking bpo outbound Cold Calling calls inbound cross selling home loans solving phone customer care Fraud Specialist Sales first point ocwen scope HSBC XL dynamics SBI Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization Company Profile: Ikya Human Capital Solutions Pvt Ltd IKYA is the fastest growing HR solutions provider in India, offering world-class services to over 5000+ locations across the country including leading MNCs and large Indian firms across industries and helping nearly 84,000 associates enhance their careers every year. Download PPT Photo 1   View Contact Details",,Process jobs in Leading Company for International Voice Process,27,,3,"3,00,000 - 3,75,000 P.A. Allowance, Incentives, Cab facility, Attendance bonus"
